Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518554,SRR6714726,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS68
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518558,SRR6714727,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS16
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518550,SRR6714728,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS61
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518551,SRR6714729,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS63
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518552,SRR6714730,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS64
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518553,SRR6714731,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS65
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518341,SRR6714732,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS51
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518514,SRR6714733,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS55
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518547,SRR6714734,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS56
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518549,SRR6714735,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:NFS58
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518557,SRR6714736,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS36
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518559,SRR6714737,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS38
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518570,SRR6714738,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS39
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518571,SRR6714739,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS59
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518573,SRR6714740,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS62
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518572,SRR6714741,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS65
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518574,SRR6714742,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS69
Kang,Drosophila simulans,20,I,Asia,Israel,Mount Carmel,Nahal Oren,32.43,34.58,2014,Oct,26,SAMN08518595,SRR6714743,Kang:Nahal Oren:Mount Carmel:Asia:Oct:26:2014:SFS70
